Gene stable ID,Gene stable ID version,Mouse gene stable ID,Mouse gene name,Chromosome/scaffold name,Gene name
ENSPEMG00000026196,ENSPEMG00000026196.1,ENSMUSG00000119265,U6,22,U6
ENSPEMG00000012447,ENSPEMG00000012447.2,ENSMUSG00000062352,Itgb1bp1,22,Itgb1bp1
ENSPEMG00000026362,ENSPEMG00000026362.1,ENSMUSG00000032253,Phip,7,Phip
ENSPEMG00000008824,ENSPEMG00000008824.2,ENSMUSG00000084262,Olfr588-ps1,1,Olfr588-ps1
ENSPEMG00000014327,ENSPEMG00000014327.2,ENSMUSG00000078487,Ankrd65,2,Ankrd65
ENSPEMG00000014403,ENSPEMG00000014403.2,ENSMUSG00000017314,Mpp2,8,Mpp2
ENSPEMG00000004559,ENSPEMG00000004559.2,ENSMUSG00000041771,Slc24a4,14,Slc24a4
ENSPEMG00000024405,ENSPEMG00000024405.1,,,6,
ENSPEMG00000016883,ENSPEMG00000016883.2,ENSMUSG00000003555,Cyp17a1,1,Cyp17a1
ENSPEMG00000030140,ENSPEMG00000030140.1,ENSMUSG00000051362,Olfr589,1,Olfr589
ENSPEMG00000031306,ENSPEMG00000031306.1,ENSMUSG00000037537,H2-M11,21,
ENSPEMG00000016927,ENSPEMG00000016927.2,ENSMUSG00000025774,Crisp4,ML112652.1,Crisp4
ENSPEMG00000029858,ENSPEMG00000029858.1,,,1,
ENSPEMG00000011672,ENSPEMG00000011672.2,ENSMUSG00000015748,Prpf3,6,Prpf3
ENSPEMG00000019104,ENSPEMG00000019104.2,ENSMUSG00000020537,Drg2,8,Drg2
ENSPEMG00000026487,ENSPEMG00000026487.1,ENSMUSG00000029066,Mrpl20,2,
ENSPEMG00000012020,ENSPEMG00000012020.2,ENSMUSG00000031384,Asb9,X,Asb9
ENSPEMG00000012636,ENSPEMG00000012636.2,ENSMUSG00000039754,Alkbh4,23,Alkbh4
ENSPEMG00000005303,ENSPEMG00000005303.2,ENSMUSG00000057461,Olfr591,1,Olfr591
ENSPEMG00000030674,ENSPEMG00000030674.1,ENSMUSG00000062376,Borcs7,1,Borcs7
ENSPEMG00000018118,ENSPEMG00000018118.2,ENSMUSG00000027249,F2,4,F2
ENSPEMG00000013344,ENSPEMG00000013344.2,ENSMUSG00000025364,Pa2g4,18,Pa2g4
ENSPEMG00000007732,ENSPEMG00000007732.2,ENSMUSG00000073956,Olfr592,1,Olfr592
ENSPEMG00000011989,ENSPEMG00000011989.2,ENSMUSG00000039747,Orai2,23,Orai2
ENSPEMG00000011699,ENSPEMG00000011699.2,ENSMUSG00000003559,As3mt,1,As3mt
ENSPEMG00000024223,ENSPEMG00000024223.2,,,1,
ENSPEMG00000029715,ENSPEMG00000029715.1,,,ML112652.1,
ENSPEMG00000007907,ENSPEMG00000007907.2,ENSMUSG00000019986,Ahi1,16,Ahi1
ENSPEMG00000012056,ENSPEMG00000012056.2,ENSMUSG00000030401,Rtn2,1,Rtn2
ENSPEMG00000007291,ENSPEMG00000007291.2,ENSMUSG00000042807,Hecw2,13,Hecw2
ENSPEMG00000027144,ENSPEMG00000027144.1,ENSMUSG00000073735,Defb18,ML112652.1,Defb18
ENSPEMG00000031425,ENSPEMG00000031425.1,ENSMUSG00000067773,Defb41,ML112652.1,Defb41
ENSPEMG00000011619,ENSPEMG00000011619.2,ENSMUSG00000029068,Ccnl2,2,Ccnl2
ENSPEMG00000010797,ENSPEMG00000010797.2,ENSMUSG00000042678,Myo15,8,Myo15
ENSPEMG00000029617,ENSPEMG00000029617.1,ENSMUSG00000045868,Gvin1,1,
ENSPEMG00000029617,ENSPEMG00000029617.1,ENSMUSG00000078606,Gvin2,1,
ENSPEMG00000005268,ENSPEMG00000005268.2,ENSMUSG00000039542,Ncam1,7,Ncam1
ENSPEMG00000027380,ENSPEMG00000027380.1,ENSMUSG00000042079,Hnrnpf,15,
ENSPEMG00000013741,ENSPEMG00000013741.2,ENSMUSG00000022525,Plaat1,12,Plaat1
ENSPEMG00000030510,ENSPEMG00000030510.1,,,6,
ENSPEMG00000020768,ENSPEMG00000020768.2,ENSMUSG00000001986,Gria3,X,Gria3
ENSPEMG00000019175,ENSPEMG00000019175.2,ENSMUSG00000060961,Slc4a4,10,Slc4a4
ENSPEMG00000025355,ENSPEMG00000025355.1,ENSMUSG00000073954,Olfr594,1,
ENSPEMG00000015502,ENSPEMG00000015502.2,ENSMUSG00000048939,Atp13a5,12,Atp13a5
ENSPEMG00000009645,ENSPEMG00000009645.2,ENSMUSG00000052395,Rft1,9,Rft1
ENSPEMG00000030589,ENSPEMG00000030589.1,,,18,
ENSPEMG00000013980,ENSPEMG00000013980.2,ENSMUSG00000054312,Mrps21,6,
ENSPEMG00000018318,ENSPEMG00000018318.2,ENSMUSG00000065990,Aurkaip1,2,Aurkaip1
ENSPEMG00000024982,ENSPEMG00000024982.1,ENSMUSG00000044456,Rin3,14,Rin3
ENSPEMG00000026280,ENSPEMG00000026280.1,ENSMUSG00000076575,Igkv7-33,ML112653.1,
ENSPEMG00000016757,ENSPEMG00000016757.2,ENSMUSG00000075040,Zfp408,4,Zfp408
ENSPEMG00000022319,ENSPEMG00000022319.2,ENSMUSG00000048264,Dip2c,5,Dip2c
ENSPEMG00000026120,ENSPEMG00000026120.1,ENSMUSG00000076569,Igkv5-39,ML112653.1,
ENSPEMG00000026120,ENSPEMG00000026120.1,ENSMUSG00000076571,Igkv5-37,ML112653.1,
ENSPEMG00000026120,ENSPEMG00000026120.1,ENSMUSG00000094433,Igkv5-43,ML112653.1,
ENSPEMG00000026120,ENSPEMG00000026120.1,ENSMUSG00000076563,Igkv5-48,ML112653.1,
ENSPEMG00000026120,ENSPEMG00000026120.1,ENSMUSG00000094094,Igkv5-45,ML112653.1,
ENSPEMG00000025025,ENSPEMG00000025025.1,ENSMUSG00000076569,Igkv5-39,ML112653.1,
ENSPEMG00000025025,ENSPEMG00000025025.1,ENSMUSG00000076571,Igkv5-37,ML112653.1,
ENSPEMG00000025025,ENSPEMG00000025025.1,ENSMUSG00000094433,Igkv5-43,ML112653.1,
ENSPEMG00000025025,ENSPEMG00000025025.1,ENSMUSG00000076563,Igkv5-48,ML112653.1,
ENSPEMG00000025025,ENSPEMG00000025025.1,ENSMUSG00000094094,Igkv5-45,ML112653.1,
ENSPEMG00000006658,ENSPEMG00000006658.2,ENSMUSG00000087718,Gm22236,20,U6
ENSPEMG00000014264,ENSPEMG00000014264.2,ENSMUSG00000030402,Ppm1n,1,Ppm1n
ENSPEMG00000010360,ENSPEMG00000010360.2,ENSMUSG00000039737,Prkrip1,23,Prkrip1
ENSPEMG00000029565,ENSPEMG00000029565.1,ENSMUSG00000076575,Igkv7-33,ML112653.1,
ENSPEMG00000008278,ENSPEMG00000008278.2,ENSMUSG00000039810,Zc3h10,18,Zc3h10
ENSPEMG00000002076,ENSPEMG00000002076.2,ENSMUSG00000038550,Ciart,6,Ciart
ENSPEMG00000006702,ENSPEMG00000006702.2,ENSMUSG00000029070,Mxra8,2,Mxra8
ENSPEMG00000011370,ENSPEMG00000011370.2,ENSMUSG00000027247,Arhgap1,4,Arhgap1
ENSPEMG00000008979,ENSPEMG00000008979.2,ENSMUSG00000005057,Sh2b2,23,Sh2b2
ENSPEMG00000027741,ENSPEMG00000027741.1,ENSMUSG00000076575,Igkv7-33,ML112653.1,
ENSPEMG00000009956,ENSPEMG00000009956.2,ENSMUSG00000025366,Esyt1,18,Esyt1
ENSPEMG00000010391,ENSPEMG00000010391.2,ENSMUSG00000030189,Ybx3,16,
ENSPEMG00000016790,ENSPEMG00000016790.2,,,20,
ENSPEMG00000018290,ENSPEMG00000018290.2,ENSMUSG00000026322,Htr4,19,Htr4
ENSPEMG00000001352,ENSPEMG00000001352.2,ENSMUSG00000030403,Vasp,1,Vasp
ENSPEMG00000025610,ENSPEMG00000025610.1,ENSMUSG00000076575,Igkv7-33,ML112653.1,
ENSPEMG00000016015,ENSPEMG00000016015.2,ENSMUSG00000042625,Safb2,22,Safb2
ENSPEMG00000010505,ENSPEMG00000010505.2,ENSMUSG00000029071,Dvl1,2,Dvl1
ENSPEMG00000001079,ENSPEMG00000001079.2,ENSMUSG00000028339,Col15a1,2,Col15a1
ENSPEMG00000016555,ENSPEMG00000016555.2,ENSMUSG00000055809,Dnaaf3,ML112654.1,Dnaaf3
ENSPEMG00000017356,ENSPEMG00000017356.2,ENSMUSG00000021190,Lgmn,14,Lgmn
ENSPEMG00000023164,ENSPEMG00000023164.2,ENSMUSG00000035458,Tnni3,ML112654.1,Tnni3
ENSPEMG00000009975,ENSPEMG00000009975.2,ENSMUSG00000038543,BC028528,6,BC028528
ENSPEMG00000020428,ENSPEMG00000020428.2,ENSMUSG00000071054,Safb,22,Safb
ENSPEMG00000024608,ENSPEMG00000024608.1,ENSMUSG00000052214,Opa3,1,
ENSPEMG00000017607,ENSPEMG00000017607.2,ENSMUSG00000008658,Rbfox1,8,Rbfox1
ENSPEMG00000030322,ENSPEMG00000030322.1,ENSMUSG00000050190,Adam34l,17,
ENSPEMG00000030322,ENSPEMG00000030322.1,ENSMUSG00000079058,Adam34,17,
ENSPEMG00000030322,ENSPEMG00000030322.1,ENSMUSG00000048516,Adam26a,17,
ENSPEMG00000030322,ENSPEMG00000030322.1,ENSMUSG00000063900,Adam26b,17,
ENSPEMG00000031429,ENSPEMG00000031429.1,ENSMUSG00000050190,Adam34l,17,
ENSPEMG00000031429,ENSPEMG00000031429.1,ENSMUSG00000079058,Adam34,17,
ENSPEMG00000031429,ENSPEMG00000031429.1,ENSMUSG00000048516,Adam26a,17,
ENSPEMG00000031429,ENSPEMG00000031429.1,ENSMUSG00000063900,Adam26b,17,
ENSPEMG00000028109,ENSPEMG00000028109.1,ENSMUSG00000064179,Tnnt1,ML112654.1,Tnnt1
ENSPEMG00000002587,ENSPEMG00000002587.2,,,1,U1
ENSPEMG00000002521,ENSPEMG00000002521.2,ENSMUSG00000087949,Gm24251,13,U1
ENSPEMG00000000584,ENSPEMG00000000584.2,ENSMUSG00000044317,Gpr4,1,Gpr4
ENSPEMG00000025304,ENSPEMG00000025304.1,ENSMUSG00000065742,Gm25007,11,U2
ENSPEMG00000005126,ENSPEMG00000005126.2,,,13,5S_rRNA
ENSPEMG00000016251,ENSPEMG00000016251.2,ENSMUSG00000026094,Stk17b,13,Stk17b
ENSPEMG00000023900,ENSPEMG00000023900.2,,,ML112654.1,
ENSPEMG00000025662,ENSPEMG00000025662.1,,,21,
ENSPEMG00000017021,ENSPEMG00000017021.2,ENSMUSG00000027244,Atg13,4,Atg13
ENSPEMG00000017488,ENSPEMG00000017488.2,ENSMUSG00000026925,Inpp5e,4,Inpp5e
ENSPEMG00000008372,ENSPEMG00000008372.2,ENSMUSG00000033788,Dysf,3,Dysf
ENSPEMG00000008721,ENSPEMG00000008721.2,ENSMUSG00000040811,Eml2,1,Eml2
ENSPEMG00000015896,ENSPEMG00000015896.2,ENSMUSG00000015750,Aph1a,6,Aph1a
ENSPEMG00000012325,ENSPEMG00000012325.2,ENSMUSG00000021192,Golga5,14,Golga5
ENSPEMG00000023748,ENSPEMG00000023748.2,ENSMUSG00000037537,H2-M11,21,
ENSPEMG00000022100,ENSPEMG00000022100.2,ENSMUSG00000032251,Irak1bp1,7,Irak1bp1
ENSPEMG00000018504,ENSPEMG00000018504.2,ENSMUSG00000029072,Tas1r3,2,Tas1r3
ENSPEMG00000015424,ENSPEMG00000015424.2,ENSMUSG00000039824,Myl6b,18,Myl6b
ENSPEMG00000016930,ENSPEMG00000016930.2,ENSMUSG00000052632,Asap2,22,Asap2
ENSPEMG00000011212,ENSPEMG00000011212.2,ENSMUSG00000063800,Prpf38a,5,
ENSPEMG00000016810,ENSPEMG00000016810.2,ENSMUSG00000061778,Mospd2,X,Mospd2
ENSPEMG00000030698,ENSPEMG00000030698.1,ENSMUSG00000029073,Cptp,2,Cptp
ENSPEMG00000021668,ENSPEMG00000021668.2,ENSMUSG00000033487,Fndc3a,9,Fndc3a
ENSPEMG00000011085,ENSPEMG00000011085.2,ENSMUSG00000038526,Car14,6,Car14
ENSPEMG00000020067,ENSPEMG00000020067.2,ENSMUSG00000029918,Mrps33,13,
ENSPEMG00000029309,ENSPEMG00000029309.1,ENSMUSG00000055730,Ces2a,5,
ENSPEMG00000018526,ENSPEMG00000018526.2,ENSMUSG00000029034,Ints11,2,Ints11
ENSPEMG00000015406,ENSPEMG00000015406.2,ENSMUSG00000025731,Mettl26,13,
ENSPEMG00000016831,ENSPEMG00000016831.2,ENSMUSG00000026926,Pmpca,4,Pmpca
ENSPEMG00000015822,ENSPEMG00000015822.2,ENSMUSG00000090841,Myl6,18,Myl6
ENSPEMG00000006942,ENSPEMG00000006942.2,ENSMUSG00002076853,U6,7,U6
ENSPEMG00000030563,ENSPEMG00000030563.1,ENSMUSG00000037537,H2-M11,21,
ENSPEMG00000011445,ENSPEMG00000011445.2,ENSMUSG00000006154,Eps8l1,ML112654.1,Eps8l1
ENSPEMG00000000742,ENSPEMG00000000742.2,ENSMUSG00000015749,Anp32e,6,Anp32e
ENSPEMG00000009993,ENSPEMG00000009993.2,ENSMUSG00000049760,Micos13,22,Micos13
ENSPEMG00000002946,ENSPEMG00000002946.2,ENSMUSG00000006527,Sfmbt1,9,Sfmbt1
ENSPEMG00000000740,ENSPEMG00000000740.2,ENSMUSG00000051176,Zfp42,17,Zfp42
ENSPEMG00000014036,ENSPEMG00000014036.2,ENSMUSG00000057863,Rpl36,22,Rpl36
ENSPEMG00000008720,ENSPEMG00000008720.2,ENSMUSG00000091490,Triml2,17,
ENSPEMG00000003062,ENSPEMG00000003062.2,ENSMUSG00000042211,Fbxo38,19,Fbxo38
ENSPEMG00000025311,ENSPEMG00000025311.1,ENSMUSG00000094942,Gm3604,6,
ENSPEMG00000025311,ENSPEMG00000025311.1,ENSMUSG00000074865,Zfp934,6,
ENSPEMG00000025311,ENSPEMG00000025311.1,ENSMUSG00000113450,Gm49359,6,
ENSPEMG00000025311,ENSPEMG00000025311.1,ENSMUSG00000074863,Platr25,6,
ENSPEMG00000025311,ENSPEMG00000025311.1,ENSMUSG00000074867,Zfp808,6,
ENSPEMG00000025311,ENSPEMG00000025311.1,ENSMUSG00000091183,Gm5141,6,
ENSPEMG00000017966,ENSPEMG00000017966.2,ENSMUSG00000030592,Ryr1,1,Ryr1
ENSPEMG00000020753,ENSPEMG00000020753.2,ENSMUSG00000041168,Lonp1,22,Lonp1
ENSPEMG00000014447,ENSPEMG00000014447.2,ENSMUSG00000026927,Entr1,4,Entr1
ENSPEMG00000008251,ENSPEMG00000008251.2,,,1,
ENSPEMG00000024761,ENSPEMG00000024761.1,,,1,
ENSPEMG00000028059,ENSPEMG00000028059.1,ENSMUSG00000059874,Olfr603,1,
ENSPEMG00000028059,ENSPEMG00000028059.1,ENSMUSG00000073953,Olfr596,1,
ENSPEMG00000025188,ENSPEMG00000025188.1,ENSMUSG00000073952,Olfr597,1,
ENSPEMG00000025188,ENSPEMG00000025188.1,ENSMUSG00000073951,Olfr598,1,
ENSPEMG00000026533,ENSPEMG00000026533.1,ENSMUSG00000073952,Olfr597,1,
ENSPEMG00000026533,ENSPEMG00000026533.1,ENSMUSG00000073951,Olfr598,1,
ENSPEMG00000022909,ENSPEMG00000022909.2,ENSMUSG00000073950,Olfr599,1,Olfr599
ENSPEMG00000013434,ENSPEMG00000013434.2,ENSMUSG00000017316,Ppy,8,Ppy
ENSPEMG00000019385,ENSPEMG00000019385.2,ENSMUSG00000026692,Fmo4,11,Fmo4
ENSPEMG00000003133,ENSPEMG00000003133.2,ENSMUSG00000034161,Scx,20,Scx
ENSPEMG00000013541,ENSPEMG00000013541.2,ENSMUSG00000051557,Pusl1,2,Pusl1
ENSPEMG00000027142,ENSPEMG00000027142.1,ENSMUSG00000045540,Olfr600,1,Olfr600
ENSPEMG00000008650,ENSPEMG00000008650.2,ENSMUSG00000110576,Gm36368,19,Gm36368
ENSPEMG00000013081,ENSPEMG00000013081.2,ENSMUSG00000017311,Pyy,8,Pyy
ENSPEMG00000013606,ENSPEMG00000013606.2,ENSMUSG00000027243,Harbi1,4,Harbi1
ENSPEMG00000013435,ENSPEMG00000013435.2,ENSMUSG00000019990,Pde7b,16,Pde7b
ENSPEMG00000011358,ENSPEMG00000011358.2,,,1,
ENSPEMG00000025318,ENSPEMG00000025318.1,,,4,
ENSPEMG00000009248,ENSPEMG00000009248.2,ENSMUSG00000060201,Spink7,19,Spink7
ENSPEMG00000023182,ENSPEMG00000023182.2,ENSMUSG00000025317,Car5a,5,Car5a
ENSPEMG00000029814,ENSPEMG00000029814.1,ENSMUSG00000101337,Dnah7c,13,
ENSPEMG00000029814,ENSPEMG00000029814.1,ENSMUSG00000096141,Dnah7a,13,
ENSPEMG00000029814,ENSPEMG00000029814.1,ENSMUSG00000041144,Dnah7b,13,
ENSPEMG00000014927,ENSPEMG00000014927.2,ENSMUSG00000047757,Fancb,X,Fancb
ENSPEMG00000018254,ENSPEMG00000018254.2,,,2,
ENSPEMG00000010672,ENSPEMG00000010672.2,,,22,
ENSPEMG00000027439,ENSPEMG00000027439.1,ENSMUSG00000007613,Tgfbr1,2,Tgfbr1
ENSPEMG00000024149,ENSPEMG00000024149.2,ENSMUSG00000027335,Adra1d,4,Adra1d
ENSPEMG00000017920,ENSPEMG00000017920.2,ENSMUSG00000064105,Cnnm2,1,Cnnm2
ENSPEMG00000004657,ENSPEMG00000004657.2,ENSMUSG00002076802,,4,
ENSPEMG00000024345,ENSPEMG00000024345.1,,,8,U1
ENSPEMG00000028112,ENSPEMG00000028112.1,ENSMUSG00000073949,Olfr606,1,Olfr606
ENSPEMG00000019514,ENSPEMG00000019514.2,ENSMUSG00000040181,Fmo1,11,Fmo1
ENSPEMG00000008304,ENSPEMG00000008304.2,ENSMUSG00000029705,Cux1,23,Cux1
ENSPEMG00000028918,ENSPEMG00000028918.1,,,8,
ENSPEMG00000010732,ENSPEMG00000010732.2,ENSMUSG00000073551,Spink13,19,Spink13
ENSPEMG00000008106,ENSPEMG00000008106.2,ENSMUSG00000081945,Olfr607,1,Olfr607
ENSPEMG00000015143,ENSPEMG00000015143.2,ENSMUSG00000048217,Nags,8,Nags
ENSPEMG00000030496,ENSPEMG00000030496.1,ENSMUSG00000073948,Olfr608,1,Olfr608
ENSPEMG00000006837,ENSPEMG00000006837.2,ENSMUSG00000031651,Triml1,17,Triml1
ENSPEMG00000016151,ENSPEMG00000016151.2,ENSMUSG00000055730,Ces2a,5,
ENSPEMG00000010935,ENSPEMG00000010935.2,ENSMUSG00000073573,Spink11,19,
ENSPEMG00000010935,ENSPEMG00000010935.2,ENSMUSG00000053729,Spinkl,19,
ENSPEMG00000010935,ENSPEMG00000010935.2,ENSMUSG00000073572,Gm10542,19,
ENSPEMG00000010935,ENSPEMG00000010935.2,ENSMUSG00000044176,Spink10,19,
ENSPEMG00000031274,ENSPEMG00000031274.1,ENSMUSG00000046396,Olfr609,1,Olfr609
ENSPEMG00000011431,ENSPEMG00000011431.2,ENSMUSG00000025316,Banp,5,Banp
ENSPEMG00000019654,ENSPEMG00000019654.2,ENSMUSG00000040170,Fmo2,11,Fmo2
ENSPEMG00000018135,ENSPEMG00000018135.2,ENSMUSG00000021194,Chga,14,Chga
ENSPEMG00000014843,ENSPEMG00000014843.2,ENSMUSG00000020921,Tmem101,8,Tmem101
ENSPEMG00000002264,ENSPEMG00000002264.2,ENSMUSG00000008435,Rdh13,ML112654.1,Rdh13
ENSPEMG00000002557,ENSPEMG00000002557.2,ENSMUSG00000045584,Olfr610,1,Olfr610
ENSPEMG00000012199,ENSPEMG00000012199.2,ENSMUSG00000020922,Lsm12,8,Lsm12
ENSPEMG00000028589,ENSPEMG00000028589.1,,,5,
ENSPEMG00000025694,ENSPEMG00000025694.1,ENSMUSG00000039740,Alg2,2,Alg2
ENSPEMG00000024460,ENSPEMG00000024460.1,ENSMUSG00000096584,Olfr611,1,
ENSPEMG00000024460,ENSPEMG00000024460.1,ENSMUSG00000094119,Olfr612,1,
ENSPEMG00000002838,ENSPEMG00000002838.2,ENSMUSG00002075097,U1,17,U1
ENSPEMG00000009205,ENSPEMG00000009205.2,ENSMUSG00000057963,Itpk1,14,Itpk1
ENSPEMG00000017921,ENSPEMG00000017921.2,ENSMUSG00000092116,Gm10320,2,Gm10320
ENSPEMG00000014106,ENSPEMG00000014106.2,ENSMUSG00000030406,Gipr,1,Gipr
ENSPEMG00000014299,ENSPEMG00000014299.2,,,21,
ENSPEMG00000003031,ENSPEMG00000003031.2,,,17,7SK
ENSPEMG00000004589,ENSPEMG00000004589.2,,,1,
ENSPEMG00000003970,ENSPEMG00000003970.2,ENSMUSG00000025041,Nt5c2,1,Nt5c2
ENSPEMG00000024941,ENSPEMG00000024941.1,,,19,
ENSPEMG00000017581,ENSPEMG00000017581.2,,,2,
ENSPEMG00000029790,ENSPEMG00000029790.1,ENSMUSG00000078624,Olfr613,1,Olfr613
ENSPEMG00000005493,ENSPEMG00000005493.2,,,2,
ENSPEMG00000004959,ENSPEMG00000004959.2,,,8,5S_rRNA
ENSPEMG00000016991,ENSPEMG00000016991.2,ENSMUSG00000096458,Moap1,14,Moap1
ENSPEMG00000007243,ENSPEMG00000007243.2,ENSMUSG00000073947,Olfr615,1,Olfr615
ENSPEMG00000011025,ENSPEMG00000011025.2,ENSMUSG00000034793,G6pc3,8,G6pc3
ENSPEMG00000019873,ENSPEMG00000019873.2,ENSMUSG00000095576,Fmo6,11,Fmo6
ENSPEMG00000020448,ENSPEMG00000020448.2,ENSMUSG00000002372,Ranbp3,22,Ranbp3
ENSPEMG00000028003,ENSPEMG00000028003.1,ENSMUSG00000047544,Olfr616,1,Olfr616
ENSPEMG00000002819,ENSPEMG00000002819.2,ENSMUSG00002075519,,2,
ENSPEMG00000026973,ENSPEMG00000026973.1,ENSMUSG00000046675,Tmem251,14,Tmem251
ENSPEMG00000015624,ENSPEMG00000015624.2,ENSMUSG00000022556,Hsf1,20,Hsf1
ENSPEMG00000004117,ENSPEMG00000004117.2,ENSMUSG00000040824,Snrpd2,1,Snrpd2
ENSPEMG00000017505,ENSPEMG00000017505.2,,,16,
ENSPEMG00000003446,ENSPEMG00000003446.2,,,2,7SK
ENSPEMG00000015318,ENSPEMG00000015318.2,ENSMUSG00000098530,Gm28051,14,
ENSPEMG00000015318,ENSPEMG00000015318.2,ENSMUSG00000091931,Gon7,14,
ENSPEMG00000015318,ENSPEMG00000015318.2,ENSMUSG00000041716,Gm20604,14,
ENSPEMG00000011012,ENSPEMG00000011012.2,ENSMUSG00000035540,Gc,10,Gc
ENSPEMG00000027359,ENSPEMG00000027359.1,ENSMUSG00000073943,Olfr625-ps1,1,
ENSPEMG00000027359,ENSPEMG00000027359.1,ENSMUSG00000073946,Olfr617,1,
ENSPEMG00000020171,ENSPEMG00000020171.2,ENSMUSG00000026691,Fmo3,11,Fmo3
ENSPEMG00000025145,ENSPEMG00000025145.1,ENSMUSG00000073945,Olfr618,1,Olfr618
ENSPEMG00000010094,ENSPEMG00000010094.2,ENSMUSG00000008855,Hdac5,8,Hdac5
ENSPEMG00000016959,ENSPEMG00000016959.2,ENSMUSG00000025369,Smarcc2,18,Smarcc2
ENSPEMG00000015548,ENSPEMG00000015548.2,ENSMUSG00000031879,Ciao2b,5,Ciao2b
ENSPEMG00000007985,ENSPEMG00000007985.2,ENSMUSG00000035528,Npffr2,10,Npffr2
ENSPEMG00000012662,ENSPEMG00000012662.2,ENSMUSG00000014402,Tsg101,X,
ENSPEMG00000025901,ENSPEMG00000025901.1,,,10,
ENSPEMG00000005118,ENSPEMG00000005118.2,,,X,SNORA62
ENSPEMG00000015328,ENSPEMG00000015328.2,ENSMUSG00000031880,Rrad,5,Rrad
ENSPEMG00000002644,ENSPEMG00000002644.2,ENSMUSG00002075359,7SK,5,7SK
ENSPEMG00000012028,ENSPEMG00000012028.2,ENSMUSG00000031881,Cdh16,5,Cdh16
ENSPEMG00000008579,ENSPEMG00000008579.2,ENSMUSG00000080717,B230307C23Rik,6,
ENSPEMG00000008579,ENSPEMG00000008579.2,ENSMUSG00000116673,A630089N07Rik,6,
ENSPEMG00000008579,ENSPEMG00000008579.2,ENSMUSG00000059423,Zfp933,6,
ENSPEMG00000008579,ENSPEMG00000008579.2,ENSMUSG00000090015,Gm15446,6,
ENSPEMG00000008579,ENSPEMG00000008579.2,ENSMUSG00000066613,Zfp932,6,
ENSPEMG00000008579,ENSPEMG00000008579.2,ENSMUSG00000072762,4930522L14Rik,6,
ENSPEMG00000009634,ENSPEMG00000009634.2,ENSMUSG00000006526,Stimate,9,Stimate
ENSPEMG00000004108,ENSPEMG00000004108.2,,,17,
ENSPEMG00000000650,ENSPEMG00000000650.2,ENSMUSG00000031590,Frg1,17,Frg1
ENSPEMG00000031384,ENSPEMG00000031384.1,,,9,
ENSPEMG00000025713,ENSPEMG00000025713.1,,,X,
ENSPEMG00000026463,ENSPEMG00000026463.1,,,X,
ENSPEMG00000003943,ENSPEMG00000003943.2,ENSMUSG00000048970,C1galt1c1,X,C1galt1c1
ENSPEMG00000028375,ENSPEMG00000028375.1,ENSMUSG00002076412,U6,X,U6
ENSPEMG00000005504,ENSPEMG00000005504.2,ENSMUSG00000021156,Zmynd11,5,Zmynd11
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000094796,BC147527,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000095821,Tcstv3,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000078537,B020031M17Rik,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000096175,Gm21761,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000095653,Gm21818,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000095071,AF067061,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000094237,AF067063,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000096284,Tcstv1,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000063846,Gm21731,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000095514,D13Ertd608e,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000094027,Gm21762,ML112655.1,
ENSPEMG00000027023,ENSPEMG00000027023.1,ENSMUSG00000096323,Gm20767,ML112655.1,
ENSPEMG00000006635,ENSPEMG00000006635.2,ENSMUSG00000022106,Rcbtb2,9,
ENSPEMG00000008576,ENSPEMG00000008576.2,ENSMUSG00000034488,Edil3,15,Edil3
ENSPEMG00000027667,ENSPEMG00000027667.1,ENSMUSG00000095029,Gm36079,ML112655.1,
ENSPEMG00000027667,ENSPEMG00000027667.1,ENSMUSG00000095609,Gm21188,ML112655.1,
ENSPEMG00000020906,ENSPEMG00000020906.2,,,22,
ENSPEMG00000024912,ENSPEMG00000024912.1,ENSMUSG00000095029,Gm36079,ML112655.1,
ENSPEMG00000024912,ENSPEMG00000024912.1,ENSMUSG00000095609,Gm21188,ML112655.1,
ENSPEMG00000024981,ENSPEMG00000024981.1,,,ML112655.1,
ENSPEMG00000028738,ENSPEMG00000028738.1,ENSMUSG00000042485,Mustn1,9,Mustn1
ENSPEMG00000005881,ENSPEMG00000005881.2,ENSMUSG00000038094,Atp13a4,12,Atp13a4
ENSPEMG00000023113,ENSPEMG00000023113.2,ENSMUSG00000023965,Fbxl17,13,Fbxl17
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000094796,BC147527,ML112655.1,
